TRIPID,alt,CAD_TotalTC,C2PT_HwyT,HHSIZE,W2PT_TotalTT,Chosen_Mode,adul_veh,HwyDist,TOT_WWORKER,TOT_VEHS,C2PT_TotalTT,HwyCost,WalkT,TOT_BWORKER,emp_dens,veh_per,C2PT_TotalTC,CBDParkCost,C2PT_HwyC,TOT_SCHOOL,TOT_TERTIARY,C2PT_Fare,TOT_ADULTS,ivt,wt,act,tt,tc,av
1,cad,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,0.0,0.0,0.0,12.76,75.34,1
1,cap,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,0.0,0.0,0.0,12.76,75.34,1
1,cycle,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,0.0,0.0,0.0,18.64,0.0,1
1,kr,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,6.56,2.17,10.56,20.61,30.69,1
1,pr,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,6.56,2.17,10.56,20.61,30.69,1
1,w2pt,1535.34,1.32,4,19.23,True,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,10.22,2.48,6.53,19.23,250.0,1
1,walk,1535.34,1.32,4,19.23,False,1,5.02,2,1,20.61,75.34,55.92,0,75921.1,0.5,261.4,1460,11.4,2,0,250,2,0.0,0.0,0.0,55.92,0.0,1
2,cad,1542.03,1.32,1,21.57,True,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,13.04,82.03,1
2,cap,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,13.04,82.03,1
2,cycle,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,20.8,0.0,1
2,kr,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,9.56,2.17,2.64,15.69,25.77,1
2,pr,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,9.56,2.17,2.64,15.69,25.77,1
2,w2pt,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,9.56,2.17,9.84,21.57,250.0,1
2,walk,1542.03,1.32,1,21.57,False,0,5.46,1,1,15.69,82.03,62.4,0,172645.38,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,62.4,0.0,1
3,cad,229.97,1.32,2,51.78,True,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,0.0,0.0,0.0,26.18,229.97,1
3,cap,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,0.0,0.0,0.0,26.18,229.97,1
3,cycle,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,0.0,0.0,0.0,58.4,0.0,1
3,kr,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,30.16,12.0,8.42,51.9,61.98,1
3,pr,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,30.16,12.0,8.42,51.9,61.98,1
3,w2pt,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,30.52,12.0,9.26,51.78,290.0,1
3,walk,229.97,1.32,2,51.78,False,1,15.33,2,1,51.9,229.97,175.2,0,916.99,0.5,301.4,0,11.4,0,0,290,2,0.0,0.0,0.0,175.2,0.0,1
4,cad,188.45,1.32,5,48.24,True,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,23.05,188.45,1
4,cap,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,23.05,188.45,1
4,cycle,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,50.0,0.0,1
4,kr,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,22.28,5.56,13.2,42.36,52.44,1
4,pr,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,22.28,5.56,13.2,42.36,52.44,1
4,w2pt,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,22.28,5.56,20.4,48.24,250.0,1
4,walk,188.45,1.32,5,48.24,False,-1,12.56,2,3,42.36,188.45,150.0,0,296.32,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,150.0,0.0,1
5,cad,173.75,1.32,5,41.38,True,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,20.73,173.75,1
5,cap,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,20.73,173.75,1
5,cycle,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,46.08,0.0,1
5,kr,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,23.74,8.14,6.02,39.22,49.3,1
5,pr,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,23.74,8.14,6.02,39.22,49.3,1
5,w2pt,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,26.7,9.37,5.31,41.38,250.0,1
5,walk,173.75,1.32,5,41.38,False,-1,11.58,2,3,39.22,173.75,138.24,0,2119.6,1.5,261.4,0,11.4,3,0,250,2,0.0,0.0,0.0,138.24,0.0,1
6,cad,103.65,1.32,3,31.25,True,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,0.0,0.0,0.0,15.5,103.65,1
6,cap,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,0.0,0.0,0.0,15.5,103.65,1
6,cycle,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,0.0,0.0,0.0,26.2,0.0,1
6,kr,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,7.0,3.25,13.8,25.37,35.45,1
6,pr,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,7.0,3.25,13.8,25.37,35.45,1
6,w2pt,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,7.0,3.25,21.0,31.25,210.0,1
6,walk,103.65,1.32,3,31.25,False,1,6.91,0,2,25.37,103.65,78.6,0,541.52,0.666666667,221.4,0,11.4,0,0,210,3,0.0,0.0,0.0,78.6,0.0,1
7,cad,619.72,1.32,6,22.94,True,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,0.0,0.0,0.0,7.79,59.72,1
7,cap,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,0.0,0.0,0.0,7.79,59.72,1
7,cycle,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,0.0,0.0,0.0,15.92,0.0,1
7,kr,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,3.73,2.17,9.84,17.06,27.14,1
7,pr,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,3.73,2.17,9.84,17.06,27.14,1
7,w2pt,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,3.73,2.17,17.04,22.94,210.0,1
7,walk,619.72,1.32,6,22.94,False,0,3.98,0,2,17.06,59.72,47.76,0,9177.88,1.0,221.4,560,11.4,1,1,210,2,0.0,0.0,0.0,47.76,0.0,1
8,cad,156.95,1.32,2,45.52,True,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,19.6,156.95,1
8,cap,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,19.6,156.95,1
8,cycle,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,41.6,0.0,1
8,kr,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,19.96,4.26,14.1,39.64,49.72,1
8,pr,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,19.96,4.26,14.1,39.64,49.72,1
8,w2pt,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,19.96,4.26,21.3,45.52,250.0,1
8,walk,156.95,1.32,2,45.52,False,0,10.46,2,2,39.64,156.95,124.8,0,951.78,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,124.8,0.0,1
9,cad,102.9,1.32,2,27.81,True,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,11.57,102.9,1
9,cap,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,11.57,102.9,1
9,cycle,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,27.44,0.0,1
9,kr,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,11.32,9.44,7.66,29.74,39.82,1
9,pr,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,11.32,9.44,7.66,29.74,39.82,1
9,w2pt,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,10.99,8.02,8.8,27.81,250.0,1
9,walk,102.9,1.32,2,27.81,False,0,6.86,2,2,29.74,102.9,82.32,0,3166.95,1.0,261.4,0,11.4,0,0,250,2,0.0,0.0,0.0,82.32,0.0,1
10,cad,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,9.79,58.6,1
10,cap,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,9.79,58.6,1
10,cycle,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,14.48,0.0,1
10,kr,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,7.92,18.46,28.54,1
10,pr,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,7.92,18.46,28.54,1
10,w2pt,388.6,1.32,2,24.34,True,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,15.12,24.34,210.0,1
10,walk,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,43.44,0.0,1
11,cad,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,9.79,58.6,1
11,cap,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,9.79,58.6,1
11,cycle,388.6,1.32,2,24.34,True,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,14.48,0.0,1
11,kr,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,7.92,18.46,28.54,1
11,pr,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,7.92,18.46,28.54,1
11,w2pt,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,5.9,3.32,15.12,24.34,210.0,1
11,walk,388.6,1.32,2,24.34,False,1,3.9,2,1,18.46,58.6,43.44,0,3985.94,0.5,221.4,330,11.4,0,0,210,2,0.0,0.0,0.0,43.44,0.0,1
12,cad,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,14.47,83.49,1
12,cap,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,14.47,83.49,1
12,cycle,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,22.0,0.0,1
12,kr,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,10.31,2.7,5.74,20.07,30.15,1
12,pr,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,10.31,2.7,5.74,20.07,30.15,1
12,w2pt,1543.49,1.32,1,20.49,True,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,11.22,2.7,6.57,20.49,250.0,1
12,walk,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,66.0,0.0,1
13,cad,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,14.47,83.49,1
13,cap,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,14.47,83.49,1
13,cycle,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,22.0,0.0,1
13,kr,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,10.31,2.7,5.74,20.07,30.15,1
13,pr,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,10.31,2.7,5.74,20.07,30.15,1
13,w2pt,1543.49,1.32,1,20.49,False,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,11.22,2.7,6.57,20.49,250.0,1
13,walk,1543.49,1.32,1,20.49,True,0,5.56,1,1,20.07,83.49,66.0,0,77488.76,1.0,261.4,1460,11.4,0,0,250,1,0.0,0.0,0.0,66.0,0.0,1
14,cad,602.75,1.32,1,31.21,True,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,0.0,0.0,0.0,15.8,102.75,1
14,cap,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,0.0,0.0,0.0,15.8,102.75,1
14,cycle,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,0.0,0.0,0.0,25.96,0.0,1
14,kr,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,12.56,3.77,7.68,25.33,35.41,1
14,pr,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,12.56,3.77,7.68,25.33,35.41,1
14,w2pt,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,12.56,3.77,14.88,31.21,250.0,1
14,walk,602.75,1.32,1,31.21,False,0,6.85,1,1,25.33,102.75,77.88,0,5681.67,1.0,261.4,500,11.4,0,0,250,1,0.0,0.0,0.0,77.88,0.0,1
15,cad,591.27,6.77,2,23.76,True,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,0.0,0.0,0.0,4.34,31.27,1
15,cap,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,0.0,0.0,0.0,4.34,31.27,1
15,cycle,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,0.0,0.0,0.0,7.92,0.0,1
15,kr,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,1.86,2.34,7.92,18.89,58.92,1
15,pr,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,1.86,2.34,7.92,18.89,58.92,1
15,w2pt,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,0.0,0.0,23.76,23.76,210.0,0
15,walk,591.27,6.77,2,23.76,False,1,2.08,2,1,18.89,31.27,23.76,0,12383.56,0.5,256.8,560,46.8,0,0,210,2,0.0,0.0,0.0,23.76,0.0,1
16,cad,312.14,12.52,5,66.42,True,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,0.0,0.0,0.0,35.96,312.14,1
16,cap,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,0.0,0.0,0.0,35.96,312.14,1
16,cycle,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,0.0,0.0,0.0,82.8,0.0,1
16,kr,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,26.04,5.38,14.52,58.46,134.83,1
16,pr,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,26.04,5.38,14.52,58.46,134.83,1
16,w2pt,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,36.87,8.89,20.66,66.42,330.0,1
16,walk,312.14,12.52,5,66.42,False,1,20.8,2,2,58.46,312.14,248.4,1,26.63,0.666666667,378.89,0,88.89,1,0,290,3,0.0,0.0,0.0,248.4,0.0,1
17,cad,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,0.0,6.66,50.55,1
17,cap,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,0.0,6.66,50.55,1
17,cycle,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,0.0,13.48,0.0,1
17,kr,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,14.76,22.69,73.11,0
17,pr,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,14.76,22.69,73.11,0
17,w2pt,50.55,7.93,5,29.23,False,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,3.13,3.64,22.46,29.23,210.0,1
17,walk,50.55,7.93,5,29.23,True,1,3.37,2,2,22.69,50.55,40.44,1,1516.28,0.666666667,268.35,0,58.35,1,0,210,3,0.0,0.0,0.0,40.44,0.0,1
18,cad,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,0.0,0.0,0.0,7.38,47.4,1
18,cap,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,0.0,0.0,0.0,7.38,47.4,1
18,cycle,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,0.0,0.0,0.0,12.64,0.0,1
18,kr,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,7.85,2.54,7.56,24.72,64.75,1
18,pr,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,7.85,2.54,7.56,24.72,64.75,1
18,w2pt,1147.4,6.77,3,23.35,True,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,9.29,2.86,11.2,23.35,250.0,1
18,walk,1147.4,6.77,3,23.35,False,1,3.16,1,2,24.72,47.4,37.92,0,26885.27,0.666666667,296.8,1100,46.8,0,2,250,3,0.0,0.0,0.0,37.92,0.0,1
19,cad,591.27,6.77,1,23.76,True,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,0.0,0.0,0.0,4.34,31.27,1
19,cap,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,0.0,0.0,0.0,4.34,31.27,1
19,cycle,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,0.0,0.0,0.0,7.92,0.0,1
19,kr,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,1.86,2.34,7.92,18.89,58.92,1
19,pr,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,1.86,2.34,7.92,18.89,58.92,1
19,w2pt,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,0.0,0.0,23.76,23.76,210.0,0
19,walk,591.27,6.77,1,23.76,False,0,2.08,0,1,18.89,31.27,23.76,0,12383.56,1.0,256.8,560,46.8,0,1,210,1,0.0,0.0,0.0,23.76,0.0,1
20,cad,43.22,5.29,2,32.88,True,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,0.0,5.49,43.22,1
20,cap,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,0.0,5.49,43.22,1
20,cycle,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,0.0,11.4,0.0,1
20,kr,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,21.6,26.89,54.9,0
20,pr,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,21.6,26.89,54.9,0
20,w2pt,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,32.88,32.88,210.0,0
20,walk,43.22,5.29,2,32.88,False,1,2.88,2,1,26.89,43.22,34.2,0,238.71,0.5,243.3,0,33.3,0,0,210,2,0.0,0.0,0.0,34.2,0.0,1
21,cad,83.19,3.38,3,34.77,True,0,5.54,2,2,31.67,83.19,78.36,0,3067.79,1.0,226.05,0,16.05,0,0,210,2,0.0,0.0,0.0,13.02,83.19,1
21,cap,83.19,3.38,3,34.77,False,0,5.54,2,2,31.67,83.19,78.36,0,3067.79,1.0,226.05,0,16.05,0,0,210,2,0.0,0.0,0.0,13.02,83.19,1
21,cycle,83.19,3.38,3,34.77,False,0,5.54,2,2,31.67,83.19,78.36,0,3067.79,1.0,226.05,0,16.05,0,0,210,2,0.0,0.0,0.0,26.12,0.0,1
21,kr,83.19,3.38,3,34.77,False,0,5.54,2,2,31.67,83.19,78.36,0,3067.79,1.0,226.05,0,16.05,0,0,210,2,4.0,4.01,20.28,31.67,44.34,1
